response,pairA_1,pairA_2,pairB_1,pairB_2,subject
1,0.610865238,1.570796327,4.188790205,5.410520681,43
1,5.410520681,5.846852994,0.174532925,1.919862177,43
0,3.577924967,5.323254219,2.268928028,2.443460953,43
1,5.061454831,5.585053606,0.610865238,2.094395102,43
1,5.410520681,6.195918845,0.087266463,3.665191429,43
1,4.276056667,4.537856055,0.610865238,0.872664626,43
0,3.228859116,5.497787144,0.785398163,2.268928028,43
0,3.839724354,4.537856055,5.497787144,5.846852994,43
0,1.047197551,4.101523742,4.276056667,5.148721293,43
0,2.792526803,4.188790205,0.174532925,2.094395102,43
0,2.00712864,5.934119457,0.087266463,0.436332313,43
0,3.316125579,5.585053606,1.134464014,2.967059728,43
1,1.919862177,2.00712864,2.094395102,5.410520681,43
1,2.268928028,2.792526803,3.752457892,5.410520681,43
1,3.490658504,4.537856055,0.872664626,1.221730476,43
0,0.785398163,2.181661565,2.792526803,3.665191429,43
1,0.872664626,1.308996939,2.268928028,2.617993878,43
0,1.919862177,3.403392041,0,0.436332313,43
0,2.35619449,3.490658504,0.261799388,0.436332313,43
0,0,3.403392041,3.752457892,5.061454831,43
1,1.221730476,1.570796327,0.436332313,0.698131701,43
1,4.450589593,4.537856055,1.047197551,2.35619449,43
0,0.087266463,1.483529864,2.879793266,5.672320069,43
0,0.610865238,3.054326191,3.752457892,4.974188368,43
1,3.577924967,4.450589593,5.061454831,6.108652382,43
0,0.261799388,4.01425728,5.148721293,5.585053606,43
0,2.530727415,5.759586532,0.087266463,1.570796327,43
0,0,4.188790205,4.450589593,5.061454831,43
1,4.450589593,5.323254219,1.396263402,3.141592654,43
0,5.061454831,6.195918845,0,3.490658504,43
0,3.926990817,5.934119457,3.054326191,3.403392041,43
1,4.625122518,4.974188368,0.523598776,4.276056667,43
0,3.316125579,6.108652382,0.174532925,1.658062789,43
0,4.276056667,6.108652382,0.261799388,2.705260341,43
1,1.919862177,2.181661565,5.672320069,6.108652382,43
0,1.658062789,3.839724354,4.36332313,5.585053606,43
0,4.625122518,6.195918845,0.872664626,2.35619449,43
0,0,1.658062789,2.617993878,5.672320069,43
0,2.617993878,4.537856055,1.396263402,2.00712864,43
0,1.396263402,5.497787144,0.087266463,0.523598776,43
0,1.832595715,3.054326191,4.799655443,5.846852994,43
0,0.174532925,1.658062789,3.228859116,5.934119457,43
0,0.523598776,2.268928028,3.141592654,6.021385919,43
0,0.785398163,3.403392041,4.01425728,5.410520681,43
1,4.276056667,4.799655443,1.570796327,4.188790205,43
1,0.959931089,1.658062789,3.141592654,4.71238898,43
0,3.054326191,5.410520681,0,2.617993878,43
1,3.752457892,4.450589593,2.617993878,2.792526803,43
0,0.785398163,2.181661565,2.967059728,4.188790205,43
0,1.658062789,4.101523742,5.061454831,5.323254219,43
0,3.316125579,5.497787144,1.221730476,2.967059728,43
0,2.617993878,3.577924967,4.276056667,6.195918845,43
1,4.537856055,4.886921906,0.959931089,1.396263402,43
0,4.276056667,4.799655443,0.174532925,1.570796327,43
1,2.181661565,3.752457892,5.061454831,5.235987756,43
1,0,2.879793266,2.967059728,6.195918845,43
1,1.308996939,1.570796327,4.537856055,5.759586532,43
1,4.799655443,5.497787144,0.436332313,4.01425728,43
0,3.316125579,4.974188368,0.174532925,0.959931089,43
1,3.752457892,4.537856055,0.261799388,0.698131701,43
1,0.698131701,1.134464014,4.625122518,4.974188368,43
1,0.174532925,1.308996939,4.799655443,5.585053606,43
1,2.00712864,2.268928028,2.443460953,2.705260341,43
0,0.174532925,1.919862177,5.934119457,6.108652382,43
0,2.35619449,3.839724354,0,1.047197551,43
0,3.403392041,4.974188368,0.34906585,2.530727415,43
0,3.490658504,5.235987756,0.174532925,1.919862177,43
1,3.228859116,3.665191429,4.01425728,4.71238898,43
1,5.846852994,6.195918845,0.34906585,5.235987756,43
1,1.570796327,5.235987756,0.872664626,1.221730476,43
0,2.268928028,2.35619449,5.235987756,5.497787144,43
1,4.36332313,4.886921906,2.094395102,2.705260341,43
1,4.71238898,5.061454831,1.658062789,3.665191429,43
1,1.658062789,1.832595715,2.617993878,5.323254219,43
1,2.530727415,3.228859116,0.785398163,1.483529864,43
1,1.483529864,4.101523742,5.497787144,5.585053606,43
1,4.537856055,4.625122518,0.698131701,2.094395102,44
1,3.490658504,4.36332313,0.34906585,2.792526803,44
0,3.752457892,5.759586532,1.919862177,3.490658504,44
0,0,2.443460953,3.054326191,4.276056667,44
0,1.396263402,2.35619449,5.148721293,5.497787144,44
0,0.698131701,3.141592654,5.235987756,6.108652382,44
0,0.087266463,2.35619449,2.530727415,5.846852994,44
1,4.974188368,5.410520681,0,1.570796327,44
1,2.00712864,2.792526803,3.577924967,5.323254219,44
1,4.36332313,5.148721293,0.174532925,1.745329252,44
1,3.490658504,4.36332313,1.832595715,2.443460953,44
1,1.221730476,2.443460953,3.316125579,4.276056667,44
1,0.261799388,1.570796327,3.665191429,5.585053606,44
0,2.617993878,4.276056667,5.323254219,5.585053606,44
1,1.832595715,2.094395102,4.625122518,5.846852994,44
1,1.396263402,2.967059728,3.403392041,5.497787144,44
1,3.665191429,3.752457892,0.261799388,3.054326191,44
0,0.436332313,3.054326191,3.141592654,5.323254219,44
1,0,0.785398163,1.570796327,6.195918845,44
1,5.061454831,5.585053606,2.094395102,3.839724354,44
1,0.523598776,1.221730476,4.36332313,6.021385919,44
1,2.967059728,3.316125579,0.174532925,1.396263402,44
1,0.174532925,1.134464014,2.094395102,3.490658504,44
1,3.490658504,3.926990817,4.625122518,5.235987756,44
0,0.174532925,3.490658504,4.101523742,4.276056667,44
1,0.34906585,2.443460953,3.141592654,4.974188368,44
0,0.610865238,1.308996939,2.181661565,2.617993878,44
0,5.148721293,5.759586532,0.34906585,1.047197551,44
1,4.886921906,5.061454831,0.261799388,1.832595715,44
1,5.759586532,5.846852994,0.523598776,1.047197551,44
1,5.846852994,6.108652382,1.658062789,5.235987756,44
0,2.967059728,5.497787144,0.872664626,2.792526803,44
1,4.537856055,5.061454831,1.396263402,2.879793266,44
0,1.570796327,2.617993878,2.967059728,4.36332313,44
0,1.483529864,3.577924967,4.799655443,5.148721293,44
1,4.188790205,4.799655443,0.174532925,2.181661565,44
0,0.698131701,5.323254219,5.585053606,6.108652382,44
1,5.061454831,5.235987756,0.872664626,3.577924967,44
0,1.658062789,2.530727415,2.705260341,5.410520681,44
0,2.35619449,5.759586532,1.047197551,1.483529864,44
0,2.00712864,5.934119457,0.698131701,1.308996939,44
1,3.752457892,3.839724354,2.268928028,3.577924967,44
1,0.959931089,4.450589593,5.061454831,6.195918845,44
1,0.087266463,0.436332313,3.316125579,3.403392041,44
0,0.785398163,3.316125579,4.974188368,5.497787144,44
1,2.094395102,4.71238898,0.174532925,1.483529864,44
0,1.134464014,1.658062789,3.403392041,6.195918845,44
1,0,1.221730476,1.832595715,6.195918845,44
0,2.443460953,4.36332313,4.799655443,5.323254219,44
1,0.261799388,1.134464014,1.396263402,3.926990817,44
1,2.617993878,2.879793266,3.403392041,4.450589593,44
1,4.276056667,4.450589593,2.792526803,4.188790205,44
0,0.087266463,2.705260341,4.101523742,6.108652382,44
0,4.36332313,6.108652382,0.523598776,2.181661565,44
1,1.308996939,2.00712864,4.01425728,6.021385919,44
0,5.235987756,6.021385919,2.879793266,3.577924967,44
0,4.276056667,5.934119457,1.047197551,4.188790205,44
1,5.061454831,6.195918845,1.221730476,2.530727415,44
1,3.403392041,4.188790205,0,2.879793266,44
1,0.610865238,0.698131701,2.530727415,3.054326191,44
0,3.228859116,6.195918845,0,3.141592654,44
1,0.872664626,5.061454831,5.497787144,5.672320069,44
1,0.959931089,1.570796327,4.101523742,5.410520681,44
1,0.174532925,0.261799388,2.879793266,5.061454831,44
1,3.141592654,6.108652382,0.34906585,2.268928028,44
1,0.785398163,1.308996939,1.745329252,4.886921906,44
1,0.34906585,1.134464014,3.141592654,3.665191429,44
1,2.792526803,4.36332313,0.174532925,0.698131701,44
0,1.134464014,2.967059728,0.872664626,0.959931089,44
1,2.443460953,3.141592654,4.886921906,5.759586532,44
1,2.530727415,4.36332313,1.134464014,2.094395102,44
1,5.410520681,5.585053606,2.268928028,3.490658504,44
0,3.926990817,5.235987756,2.268928028,2.443460953,44
1,2.443460953,2.530727415,0.959931089,1.047197551,44
0,1.658062789,2.268928028,3.141592654,3.752457892,44
1,4.101523742,4.188790205,1.134464014,3.403392041,44
1,2.35619449,4.450589593,0.261799388,1.745329252,44
1,4.537856055,4.799655443,2.879793266,3.228859116,44
0,0.174532925,1.570796327,4.188790205,4.71238898,44
1,0.959931089,1.570796327,2.705260341,5.148721293,44
0,0.34906585,1.919862177,2.181661565,2.35619449,44
0,1.134464014,3.316125579,5.235987756,6.195918845,44
1,4.188790205,6.195918845,0,1.745329252,44
1,4.36332313,5.235987756,1.134464014,2.094395102,44
1,0.436332313,1.134464014,3.490658504,3.665191429,44
1,5.410520681,5.585053606,3.316125579,4.71238898,44
1,1.745329252,4.276056667,4.625122518,5.672320069,44
0,4.188790205,4.450589593,2.792526803,2.967059728,44
0,0.523598776,2.181661565,3.490658504,4.36332313,44
0,0.785398163,2.094395102,3.316125579,3.665191429,44
1,5.759586532,6.195918845,1.570796327,4.71238898,44
1,4.886921906,5.585053606,0.698131701,2.792526803,44
0,0.34906585,1.570796327,4.625122518,5.934119457,44
1,1.919862177,2.35619449,0.785398163,1.308996939,44
1,2.181661565,2.617993878,3.141592654,4.71238898,44
1,2.879793266,4.537856055,0.34906585,1.658062789,44
1,0.087266463,0.785398163,2.617993878,3.839724354,44
1,1.134464014,1.308996939,4.625122518,5.672320069,44
0,2.792526803,6.195918845,1.570796327,1.745329252,44
0,3.926990817,4.101523742,5.672320069,5.759586532,44
1,0.087266463,3.228859116,4.71238898,4.974188368,44
0,2.967059728,5.759586532,0.174532925,2.879793266,44
1,4.537856055,5.235987756,1.658062789,3.403392041,44
0,2.705260341,5.672320069,1.134464014,1.745329252,44
1,3.839724354,4.537856055,1.658062789,2.268928028,44
1,2.35619449,3.490658504,4.537856055,5.061454831,44
0,2.792526803,4.01425728,0.261799388,1.658062789,44
0,3.752457892,5.846852994,2.094395102,2.792526803,44
1,3.490658504,5.148721293,1.308996939,2.967059728,44
1,3.577924967,4.01425728,1.745329252,3.316125579,44
1,5.061454831,6.108652382,0.610865238,2.967059728,44
0,4.450589593,4.974188368,5.846852994,5.934119457,44
1,4.450589593,4.537856055,3.752457892,4.36332313,44
0,1.483529864,2.617993878,4.450589593,4.71238898,44
0,3.752457892,4.974188368,3.054326191,3.577924967,44
0,1.658062789,2.879793266,3.839724354,4.450589593,44
1,0.698131701,1.919862177,4.625122518,4.799655443,44
1,2.530727415,2.705260341,0.523598776,1.134464014,44
1,3.316125579,4.101523742,0,2.181661565,44
0,0.610865238,2.094395102,4.71238898,5.061454831,44
1,1.308996939,1.745329252,3.490658504,4.188790205,44
1,4.01425728,4.36332313,0.34906585,1.308996939,44
0,1.308996939,3.839724354,0.872664626,0.959931089,44
1,2.705260341,3.403392041,4.276056667,5.934119457,44
0,0.698131701,2.35619449,4.886921906,5.497787144,44
1,4.799655443,5.323254219,1.570796327,3.490658504,44
1,0.436332313,0.698131701,4.188790205,6.195918845,44
0,0.34906585,1.658062789,4.974188368,5.323254219,44
0,0.34906585,1.570796327,2.443460953,3.228859116,44
1,2.792526803,2.967059728,0.785398163,1.658062789,44
1,2.094395102,2.967059728,4.276056667,4.71238898,44
1,5.759586532,5.934119457,2.268928028,3.752457892,44
1,2.181661565,4.36332313,1.221730476,1.919862177,44
1,3.228859116,5.323254219,0,2.879793266,44
1,2.181661565,2.35619449,4.276056667,5.410520681,44
1,3.577924967,4.799655443,0.523598776,2.879793266,44
1,4.537856055,5.585053606,2.792526803,4.01425728,44
1,1.134464014,2.35619449,2.792526803,4.276056667,44
0,2.705260341,3.316125579,3.577924967,3.665191429,44
1,2.967059728,5.323254219,1.047197551,2.705260341,44
0,0.261799388,1.134464014,2.617993878,2.705260341,44
0,2.35619449,4.71238898,1.745329252,2.268928028,44
0,3.665191429,4.974188368,1.047197551,2.268928028,44
1,5.934119457,6.108652382,1.396263402,1.832595715,44
0,0.610865238,4.101523742,4.450589593,5.759586532,44
1,1.134464014,1.221730476,4.886921906,6.195918845,44
1,4.625122518,4.974188368,0.959931089,4.537856055,44
1,4.276056667,5.410520681,1.483529864,3.141592654,44
1,4.276056667,5.759586532,0.261799388,2.094395102,44
0,4.01425728,4.188790205,0.610865238,0.698131701,44
1,1.919862177,2.094395102,2.268928028,5.323254219,44
1,2.181661565,2.268928028,5.061454831,5.934119457,44
0,3.141592654,5.934119457,0.610865238,0.959931089,44
1,0,0.610865238,1.570796327,4.101523742,44
1,2.617993878,2.705260341,2.879793266,3.665191429,44
1,0.087266463,0.436332313,2.35619449,6.021385919,44
0,1.396263402,5.061454831,5.585053606,5.672320069,44
1,3.228859116,3.665191429,0.610865238,2.879793266,44
1,0.261799388,3.665191429,4.101523742,5.672320069,44
1,1.483529864,2.181661565,3.490658504,5.934119457,44
1,4.01425728,5.148721293,0.959931089,2.617993878,44
1,5.497787144,5.846852994,3.926990817,5.410520681,44
1,3.403392041,4.188790205,1.134464014,2.181661565,44
0,3.839724354,5.934119457,0.698131701,1.658062789,44
1,0.174532925,1.047197551,1.308996939,5.061454831,44
1,0.523598776,5.759586532,0,0.174532925,44
0,0.959931089,2.967059728,4.799655443,6.195918845,44
0,4.01425728,6.021385919,1.134464014,1.221730476,44
1,4.101523742,4.625122518,0.174532925,1.919862177,44
0,0.610865238,5.846852994,0,0.261799388,44
1,0.610865238,0.872664626,2.35619449,6.021385919,44
0,2.792526803,3.141592654,1.134464014,1.308996939,44
0,4.188790205,5.410520681,1.658062789,1.919862177,44
1,5.235987756,6.021385919,1.483529864,2.268928028,44
1,4.188790205,4.36332313,0.34906585,1.745329252,44
1,5.235987756,5.410520681,1.308996939,4.276056667,44
1,2.094395102,2.443460953,3.141592654,5.410520681,44
1,2.705260341,2.879793266,4.01425728,4.799655443,44
1,2.530727415,3.665191429,4.276056667,4.450589593,44
1,1.308996939,1.919862177,4.276056667,5.585053606,44
1,2.879793266,3.403392041,4.71238898,4.974188368,44
0,4.71238898,4.799655443,2.00712864,2.181661565,44
1,0,1.919862177,2.094395102,2.705260341,44
1,3.141592654,6.021385919,0.785398163,1.832595715,44
1,2.35619449,2.792526803,2.879793266,4.974188368,44
0,0.523598776,4.101523742,5.585053606,6.195918845,44
0,4.01425728,4.537856055,0,0.261799388,44
1,3.926990817,4.01425728,0.785398163,2.181661565,44
1,3.054326191,3.403392041,0,2.094395102,44
1,3.926990817,5.585053606,0.34906585,2.268928028,44
1,0.610865238,1.832595715,4.36332313,5.497787144,44
1,2.00712864,4.188790205,1.396263402,1.745329252,44
0,2.181661565,4.01425728,4.36332313,4.625122518,44
0,4.537856055,6.021385919,2.181661565,2.443460953,44
0,0.34906585,4.101523742,4.36332313,5.846852994,44
0,0.523598776,4.101523742,5.235987756,6.108652382,44
1,1.832595715,2.268928028,3.490658504,5.672320069,44
1,5.410520681,5.672320069,0.959931089,2.00712864,44
1,0.872664626,0.959931089,2.792526803,5.323254219,44
1,2.967059728,6.195918845,0,2.879793266,44
0,0.872664626,3.490658504,5.410520681,5.497787144,44
1,0.174532925,0.959931089,3.141592654,4.450589593,44
1,4.450589593,5.846852994,1.396263402,4.01425728,44
1,2.705260341,2.967059728,4.450589593,6.021385919,44
0,2.792526803,5.235987756,1.308996939,2.443460953,44
1,3.228859116,4.537856055,1.396263402,3.054326191,44
1,3.490658504,4.36332313,0.785398163,1.658062789,44
0,0.174532925,2.879793266,3.752457892,5.672320069,44
1,5.235987756,5.672320069,0.261799388,3.316125579,44
1,0.872664626,1.308996939,1.919862177,4.799655443,44
1,1.919862177,2.705260341,4.71238898,5.410520681,44
1,0.610865238,1.570796327,2.617993878,3.926990817,44
1,0.087266463,0.174532925,4.450589593,5.759586532,44
1,0.087266463,0.436332313,1.745329252,3.839724354,44
0,3.228859116,5.323254219,5.846852994,6.195918845,44
0,0,4.799655443,5.759586532,6.195918845,44
1,0.087266463,2.00712864,3.926990817,5.235987756,44
1,5.323254219,6.195918845,2.181661565,4.886921906,44
1,4.625122518,5.235987756,0.523598776,4.537856055,44
0,1.483529864,3.403392041,0,1.221730476,44
1,2.705260341,2.879793266,3.054326191,4.450589593,45
0,1.570796327,4.101523742,4.799655443,4.974188368,45
1,2.617993878,2.879793266,3.228859116,5.846852994,45
0,0.872664626,2.268928028,2.617993878,3.316125579,45
0,3.228859116,4.974188368,0.959931089,1.396263402,45
1,2.617993878,3.054326191,4.625122518,4.974188368,45
1,3.752457892,5.235987756,0.698131701,2.181661565,45
1,5.672320069,6.195918845,0.174532925,5.585053606,45
1,0.436332313,1.396263402,3.926990817,5.934119457,45
1,4.886921906,5.846852994,1.047197551,2.268928028,45
0,1.483529864,2.530727415,5.323254219,5.846852994,45
0,2.00712864,5.323254219,0.959931089,1.483529864,45
1,1.919862177,3.490658504,4.01425728,5.235987756,45
0,1.570796327,4.974188368,0.698131701,1.308996939,45
0,0.872664626,3.141592654,3.839724354,4.974188368,45
1,0.698131701,1.919862177,3.054326191,4.276056667,45
1,5.410520681,5.846852994,1.483529864,2.268928028,45
0,3.403392041,4.974188368,1.308996939,2.094395102,45
1,1.396263402,1.919862177,2.00712864,5.061454831,45
1,5.934119457,6.195918845,0.174532925,2.792526803,45
1,0.087266463,1.570796327,1.745329252,4.01425728,45
1,4.450589593,4.537856055,2.530727415,3.577924967,45
1,1.832595715,3.316125579,3.752457892,4.799655443,45
0,3.228859116,4.886921906,5.497787144,5.759586532,45
1,4.625122518,4.886921906,3.926990817,4.537856055,45
0,1.570796327,3.490658504,4.101523742,4.625122518,45
1,5.148721293,5.846852994,0.523598776,4.01425728,45
0,1.570796327,4.01425728,4.625122518,4.71238898,45
0,0.087266463,3.839724354,5.585053606,6.021385919,45
0,3.665191429,6.108652382,0,1.919862177,45
0,1.832595715,2.268928028,3.141592654,3.839724354,45
0,0,1.221730476,2.967059728,3.839724354,45
0,0.959931089,2.705260341,3.490658504,3.577924967,45
1,3.316125579,3.839724354,2.094395102,3.054326191,45
1,3.926990817,6.195918845,0,2.35619449,45
1,1.832595715,2.35619449,2.967059728,4.974188368,45
1,3.403392041,4.974188368,1.658062789,2.617993878,45
1,3.752457892,4.886921906,0.436332313,2.792526803,45
0,0.698131701,2.530727415,4.625122518,4.71238898,45
0,2.00712864,4.537856055,1.047197551,1.483529864,45
0,3.228859116,5.061454831,0.959931089,2.443460953,45
1,5.672320069,6.195918845,2.181661565,2.530727415,45
0,0.785398163,4.36332313,4.450589593,5.148721293,45
0,5.061454831,6.195918845,3.228859116,3.665191429,45
1,1.832595715,2.00712864,3.141592654,6.108652382,45
0,3.316125579,4.71238898,0.698131701,1.134464014,45
1,0,0.785398163,1.745329252,3.403392041,45
1,5.759586532,6.021385919,2.268928028,2.35619449,45
1,0.34906585,0.436332313,1.919862177,3.577924967,45
1,3.141592654,3.577924967,0,0.959931089,45
1,1.658062789,3.926990817,4.36332313,5.235987756,45
1,0.959931089,1.658062789,4.799655443,5.846852994,45
0,2.530727415,3.926990817,4.886921906,5.235987756,45
0,0.087266463,3.054326191,5.410520681,5.585053606,45
0,0.610865238,4.188790205,5.759586532,6.021385919,45
0,3.926990817,5.759586532,1.396263402,2.967059728,45
1,3.403392041,3.926990817,1.919862177,2.443460953,45
0,2.705260341,4.974188368,5.846852994,6.021385919,45
0,2.792526803,4.450589593,0.087266463,1.047197551,45
1,5.148721293,5.672320069,0.261799388,4.01425728,45
0,3.228859116,6.195918845,0,3.141592654,45
0,4.799655443,6.108652382,1.745329252,3.316125579,45
1,0.785398163,1.134464014,2.967059728,5.934119457,45
0,2.967059728,3.752457892,0.610865238,2.00712864,45
1,0.436332313,0.698131701,1.308996939,5.148721293,45
0,3.577924967,4.974188368,1.658062789,1.919862177,45
1,1.658062789,2.35619449,2.617993878,4.101523742,45
0,0.174532925,4.974188368,5.148721293,6.195918845,45
0,0.261799388,3.054326191,5.148721293,6.021385919,45
0,0.523598776,2.792526803,2.967059728,3.054326191,45
1,1.047197551,1.308996939,1.570796327,4.974188368,45
0,1.221730476,2.094395102,5.585053606,5.672320069,45
1,2.094395102,2.443460953,3.141592654,4.974188368,45
0,0.087266463,0.959931089,2.967059728,3.490658504,45
1,4.450589593,5.759586532,0.34906585,2.268928028,45
0,3.403392041,5.934119457,0.436332313,0.872664626,45
1,6.108652382,6.195918845,2.00712864,3.665191429,45
1,0,1.047197551,1.483529864,3.228859116,45
0,0.785398163,2.094395102,3.839724354,4.537856055,45
1,1.658062789,2.094395102,4.01425728,5.846852994,45
0,4.799655443,5.846852994,0.959931089,2.617993878,45
0,0.087266463,1.483529864,3.577924967,4.01425728,45
1,2.530727415,3.054326191,0.610865238,2.35619449,45
0,3.926990817,4.36332313,2.094395102,2.35619449,45
1,3.926990817,4.188790205,2.181661565,2.792526803,45
1,3.403392041,3.665191429,5.148721293,5.672320069,45
0,2.792526803,4.974188368,1.832595715,2.443460953,45
0,0.785398163,1.047197551,0.261799388,0.610865238,45
0,3.403392041,5.410520681,0.785398163,2.530727415,45
1,4.799655443,4.886921906,0.698131701,3.316125579,45
1,4.537856055,4.625122518,2.530727415,4.276056667,45
1,5.672320069,6.195918845,1.658062789,4.625122518,45
1,0.698131701,1.134464014,2.094395102,5.497787144,45
1,4.974188368,5.148721293,0.523598776,2.879793266,45
1,1.134464014,1.221730476,1.658062789,2.879793266,45
1,1.832595715,2.792526803,2.967059728,5.410520681,45
1,4.101523742,5.410520681,1.396263402,2.879793266,45
1,1.919862177,4.188790205,4.71238898,6.108652382,45
1,1.745329252,2.35619449,3.665191429,5.061454831,45
0,3.577924967,5.410520681,3.054326191,3.316125579,45
0,1.221730476,2.443460953,0,0.174532925,45
0,1.047197551,1.658062789,2.00712864,2.879793266,45
0,0.523598776,3.054326191,4.71238898,5.061454831,45
1,2.35619449,3.141592654,3.577924967,5.846852994,45
0,1.483529864,4.276056667,4.799655443,5.410520681,45
0,0.261799388,1.308996939,1.658062789,1.745329252,45
0,2.530727415,2.967059728,0.261799388,0.785398163,45
0,3.926990817,5.497787144,0.610865238,2.967059728,45
1,3.839724354,5.323254219,0.785398163,2.705260341,45
1,0.436332313,4.101523742,4.188790205,5.934119457,45
0,4.625122518,5.323254219,4.01425728,4.450589593,45
0,0.34906585,4.537856055,5.672320069,6.021385919,45
1,2.967059728,3.839724354,0.34906585,2.879793266,45
0,4.276056667,5.846852994,0.436332313,1.221730476,45
1,2.094395102,2.879793266,3.665191429,5.235987756,45
0,1.221730476,1.658062789,4.276056667,4.36332313,45
1,2.617993878,2.792526803,1.570796327,2.443460953,45
1,0.087266463,0.959931089,5.846852994,5.934119457,45
0,5.585053606,5.846852994,2.967059728,3.141592654,45
1,3.228859116,4.01425728,5.061454831,5.323254219,45
0,1.919862177,2.792526803,3.228859116,3.665191429,45
1,3.577924967,4.188790205,4.625122518,4.71238898,45
1,2.268928028,3.316125579,0,1.832595715,45
0,2.094395102,3.926990817,0.261799388,0.436332313,45
1,1.832595715,2.35619449,5.235987756,6.195918845,45
0,0.174532925,3.752457892,4.799655443,5.323254219,45
0,2.00712864,3.054326191,4.537856055,5.148721293,45
1,0.959931089,2.094395102,3.577924967,5.759586532,45
1,4.101523742,4.276056667,0.34906585,3.839724354,45
0,4.36332313,6.021385919,0.959931089,1.570796327,45
0,2.967059728,6.195918845,0,2.879793266,45
0,1.745329252,5.323254219,0.610865238,1.570796327,45
1,0.174532925,0.698131701,2.35619449,4.276056667,45
1,3.577924967,4.974188368,0.610865238,3.141592654,45
1,0.785398163,0.959931089,3.839724354,5.148721293,45
1,5.061454831,5.672320069,0.436332313,4.799655443,45
1,4.36332313,6.195918845,0.087266463,2.617993878,45
1,3.403392041,4.450589593,4.71238898,5.846852994,45
0,0.785398163,3.141592654,5.585053606,6.021385919,45
1,0.174532925,0.523598776,3.839724354,4.101523742,45
1,0.959931089,3.141592654,4.276056667,5.585053606,45
0,0.785398163,1.919862177,4.886921906,5.672320069,45
1,2.617993878,3.141592654,3.403392041,4.886921906,45
1,1.658062789,2.181661565,2.443460953,5.061454831,45
0,0.872664626,2.35619449,4.537856055,5.323254219,45
0,0.436332313,2.094395102,2.181661565,3.490658504,45
0,0.087266463,3.141592654,4.71238898,5.061454831,45
1,0,0.523598776,1.658062789,4.886921906,45
1,4.01425728,5.672320069,0.959931089,3.839724354,45
0,0.436332313,1.308996939,2.094395102,2.35619449,45
0,2.00712864,4.71238898,6.021385919,6.108652382,45
1,5.410520681,5.846852994,0.698131701,2.705260341,45
1,1.658062789,2.181661565,2.879793266,5.759586532,45
1,1.745329252,2.094395102,4.01425728,5.323254219,45
0,2.35619449,4.625122518,6.108652382,6.195918845,45
0,0.698131701,2.443460953,2.967059728,4.36332313,45
0,0.610865238,2.617993878,4.101523742,5.585053606,45
1,0.610865238,0.698131701,3.141592654,5.759586532,45
0,3.839724354,5.759586532,5.934119457,6.108652382,45
0,0.261799388,2.617993878,3.141592654,3.752457892,45
0,3.228859116,4.537856055,1.658062789,2.705260341,45
1,2.705260341,2.792526803,3.577924967,6.021385919,45
0,0.959931089,1.658062789,2.792526803,3.577924967,45
1,4.36332313,4.450589593,0.34906585,0.872664626,45
1,4.101523742,4.625122518,0.698131701,3.665191429,45
0,4.537856055,6.108652382,1.221730476,1.308996939,45
1,2.530727415,3.141592654,4.537856055,5.410520681,45
1,3.141592654,3.752457892,1.308996939,2.268928028,45
1,0.087266463,1.221730476,3.926990817,4.886921906,45
0,3.141592654,3.403392041,1.483529864,1.832595715,45
1,2.530727415,3.054326191,0,1.221730476,45
1,0.872664626,1.047197551,1.221730476,4.36332313,45
0,0.087266463,2.617993878,5.323254219,5.846852994,45
0,1.570796327,4.188790205,4.799655443,5.061454831,45
1,0.872664626,1.134464014,2.617993878,4.799655443,45
0,0.698131701,2.35619449,3.926990817,5.410520681,45
1,1.745329252,5.061454831,1.047197551,1.221730476,45
0,0.087266463,0.261799388,4.276056667,4.625122518,45
1,1.570796327,2.443460953,4.276056667,5.759586532,45
1,0.959931089,1.221730476,1.483529864,5.497787144,45
0,1.221730476,4.799655443,5.061454831,5.410520681,45
1,0.610865238,1.396263402,1.919862177,5.410520681,45
0,4.01425728,5.323254219,5.497787144,5.846852994,45
0,3.141592654,5.148721293,0.610865238,1.832595715,45
0,2.094395102,2.879793266,0.087266463,0.523598776,45
0,4.188790205,6.108652382,0.698131701,2.443460953,45
0,4.450589593,4.974188368,3.839724354,4.101523742,45
1,2.530727415,3.926990817,0.087266463,2.181661565,45
0,0.523598776,3.926990817,5.672320069,6.108652382,45
0,0.523598776,3.752457892,5.148721293,5.672320069,45
1,4.188790205,5.235987756,0.610865238,1.570796327,45
0,0.261799388,0.436332313,1.396263402,1.658062789,45
1,5.846852994,6.195918845,1.221730476,5.410520681,45
0,0,1.919862177,2.094395102,2.443460953,45
1,1.308996939,2.268928028,3.665191429,5.934119457,45
1,3.839724354,4.276056667,0,3.752457892,45
1,5.410520681,5.497787144,0.959931089,2.268928028,45
1,1.745329252,2.181661565,2.35619449,3.228859116,45
1,0.174532925,0.523598776,1.047197551,3.665191429,45
0,2.268928028,2.705260341,5.585053606,5.759586532,45
0,0,3.228859116,3.316125579,6.195918845,45
0,1.308996939,2.792526803,4.71238898,5.585053606,45
0,1.832595715,3.054326191,4.974188368,5.759586532,45
0,1.483529864,2.530727415,0,0.610865238,45
0,1.658062789,2.879793266,0.087266463,0.698131701,45
1,1.658062789,2.617993878,3.490658504,5.497787144,45
0,2.268928028,3.926990817,5.061454831,5.934119457,45
1,3.839724354,4.799655443,0.174532925,2.617993878,45
